scientificName,taxonConceptID,dataResourceUid,stateProvince,country,zones
Heliotropium synaimon,https://id.biodiversity.org.au/node/apni/2917000,dr15865,Western Australia,Australia,
Heliotropium tachyglossoides,https://id.biodiversity.org.au/node/apni/2917191,dr15860,Western Australia,Australia,
Heliotropium tachyglossoides,https://id.biodiversity.org.au/node/apni/2917191,dr15863,Western Australia,Australia,
Heliotropium tachyglossoides,https://id.biodiversity.org.au/node/apni/2917191,dr15866,Western Australia,Australia,
Heliotropium uniflorum,https://id.biodiversity.org.au/node/apni/2895459,dr15860,Western Australia,Australia,
Heliotropium uniflorum,https://id.biodiversity.org.au/node/apni/2895459,dr15861,Western Australia,Australia,
Heliotropium uniflorum,https://id.biodiversity.org.au/node/apni/2895459,dr15863,Western Australia,Australia,
Helminthostachys zeylanica,https://id.biodiversity.org.au/node/apni/2904123,dr15863,Western Australia,Australia,
Helminthostachys zeylanica,https://id.biodiversity.org.au/node/apni/2904123,dr15866,Western Australia,Australia,
Hemiandra coccinea,https://id.biodiversity.org.au/node/apni/2903902,dr15860,Western Australia,Australia,
Hemiandra coccinea,https://id.biodiversity.org.au/node/apni/2903902,dr15861,Western Australia,Australia,
Hemiandra coccinea,https://id.biodiversity.org.au/node/apni/2903902,dr15863,Western Australia,Australia,
Hemiandra coccinea,https://id.biodiversity.org.au/node/apni/2903902,dr376,Western Australia,Australia,
Hemiandra gardneri,https://id.biodiversity.org.au/node/apni/2892226,dr15860,Western Australia,Australia,
Hemiandra gardneri,https://id.biodiversity.org.au/node/apni/2892226,dr15861,Western Australia,Australia,
Hemiandra gardneri,https://id.biodiversity.org.au/node/apni/2892226,dr15863,Western Australia,Australia,
Hemiandra gardneri,https://id.biodiversity.org.au/node/apni/2892226,dr15865,Western Australia,Australia,
Hemiandra gardneri,https://id.biodiversity.org.au/node/apni/2892226,dr725,Western Australia,Australia,
