scientificName,taxonConceptID,dataResourceUid,stateProvince,country,zones
Abebaioscia troglodytes,urn:lsid:biodiversity.org.au:afd.taxon:b6ce3500-d979-4707-beae-d4de94893251,dr1411,Western Australia,Australia,
Abutilon sp. Pritzelianum (S.van Leeuwen 5095),https://id.biodiversity.org.au/node/apni/2905152,dr15860,Western Australia,Australia,
Acacia adinophylla,https://id.biodiversity.org.au/node/apni/2898130,dr15860,Western Australia,Australia,
Acacia adinophylla,https://id.biodiversity.org.au/node/apni/2898130,dr15861,Western Australia,Australia,
Acacia adinophylla,https://id.biodiversity.org.au/node/apni/2898130,dr15863,Western Australia,Australia,
Acacia adjutrices,https://id.biodiversity.org.au/taxon/apni/51285820,dr15861,Western Australia,Australia,
Acacia adjutrices,https://id.biodiversity.org.au/taxon/apni/51285820,dr15863,Western Australia,Australia,
Acacia adjutrices,https://id.biodiversity.org.au/taxon/apni/51285820,dr725,Western Australia,Australia,
Acacia alata var. platyptera,https://id.biodiversity.org.au/node/apni/2904348,dr15860,Western Australia,Australia,
Acacia alata var. platyptera,https://id.biodiversity.org.au/node/apni/2904348,dr15863,Western Australia,Australia,
Acacia alata var. platyptera,https://id.biodiversity.org.au/node/apni/2904348,dr15865,Western Australia,Australia,
Acacia alata var. platyptera,https://id.biodiversity.org.au/node/apni/2904348,dr15868,Western Australia,Australia,
Acacia alata var. platyptera,https://id.biodiversity.org.au/node/apni/2904348,dr376,Western Australia,Australia,
Acacia alata var. platyptera,https://id.biodiversity.org.au/node/apni/2904348,dr725,Western Australia,Australia,
Acacia alexandri,https://id.biodiversity.org.au/node/apni/2904701,dr15861,Western Australia,Australia,
Acacia alexandri,https://id.biodiversity.org.au/node/apni/2904701,dr15863,Western Australia,Australia,
Acacia alexandri,https://id.biodiversity.org.au/node/apni/2904701,dr376,Western Australia,Australia,
Acacia ampliata,https://id.biodiversity.org.au/node/apni/2919087,dr15860,Western Australia,Australia,
Acacia ampliata,https://id.biodiversity.org.au/node/apni/2919087,dr15863,Western Australia,Australia,
Acacia ampliata,https://id.biodiversity.org.au/node/apni/2919087,dr15865,Western Australia,Australia,
Acacia ampliata,https://id.biodiversity.org.au/node/apni/2919087,dr15866,Western Australia,Australia,
Acacia ampliata,https://id.biodiversity.org.au/node/apni/2919087,dr376,Western Australia,Australia,
Acacia amyctica,https://id.biodiversity.org.au/node/apni/2902736,dr15860,Western Australia,Australia,
Acacia amyctica,https://id.biodiversity.org.au/node/apni/2902736,dr15863,Western Australia,Australia,
Acacia anarthros,https://id.biodiversity.org.au/node/apni/2917216,dr15861,Western Australia,Australia,
Acacia anarthros,https://id.biodiversity.org.au/node/apni/2917216,dr15863,Western Australia,Australia,
Acacia anarthros,https://id.biodiversity.org.au/node/apni/2917216,dr376,Western Australia,Australia,
Acacia anastomosa,https://id.biodiversity.org.au/node/apni/2912192,dr15863,Western Australia,Australia,
Acacia ancistrophylla var. perarcuata,https://id.biodiversity.org.au/node/apni/2910813,dr15861,Western Australia,Australia,
Acacia ancistrophylla var. perarcuata,https://id.biodiversity.org.au/node/apni/2910813,dr15863,Western Australia,Australia,
Acacia ancistrophylla var. perarcuata,https://id.biodiversity.org.au/node/apni/2910813,dr15865,Western Australia,Australia,
Acacia ancistrophylla var. perarcuata,https://id.biodiversity.org.au/node/apni/2910813,dr376,Western Australia,Australia,
Acacia anomala,https://id.biodiversity.org.au/node/apni/2914483,dr15863,Western Australia,Australia,
Acacia anomala,https://id.biodiversity.org.au/node/apni/2914483,dr364,Western Australia,Australia,
Acacia anomala,https://id.biodiversity.org.au/node/apni/2914483,dr376,Western Australia,Australia,
Acacia aphanoclada,https://id.biodiversity.org.au/node/apni/2894299,dr15860,Western Australia,Australia,
Acacia aphanoclada,https://id.biodiversity.org.au/node/apni/2894299,dr15861,Western Australia,Australia,
Acacia aphanoclada,https://id.biodiversity.org.au/node/apni/2894299,dr15863,Western Australia,Australia,
Acacia aphanoclada,https://id.biodiversity.org.au/node/apni/2894299,dr376,Western Australia,Australia,
Acacia aphanoclada,https://id.biodiversity.org.au/node/apni/2894299,dr726,Western Australia,Australia,
Acacia aphylla,https://id.biodiversity.org.au/node/apni/2913504,dr15863,Western Australia,Australia,
Acacia aphylla,https://id.biodiversity.org.au/node/apni/2913504,dr364,Western Australia,Australia,
Acacia aphylla,https://id.biodiversity.org.au/node/apni/2913504,dr376,Western Australia,Australia,
Acacia aphylla,https://id.biodiversity.org.au/node/apni/2913504,dr7577,Western Australia,Australia,
Acacia aphylla,https://id.biodiversity.org.au/node/apni/2913504,dr820,Western Australia,Australia,
Acacia aprica,https://id.biodiversity.org.au/node/apni/2903843,dr15861,Western Australia,Australia,
Acacia aprica,https://id.biodiversity.org.au/node/apni/2903843,dr15863,Western Australia,Australia,
Acacia aprica,https://id.biodiversity.org.au/node/apni/2903843,dr376,Western Australia,Australia,
Acacia aprica,https://id.biodiversity.org.au/node/apni/2903843,dr725,Western Australia,Australia,
Acacia arcuatilis,https://id.biodiversity.org.au/node/apni/2918828,dr15860,Western Australia,Australia,
Acacia arcuatilis,https://id.biodiversity.org.au/node/apni/2918828,dr15861,Western Australia,Australia,
Acacia arcuatilis,https://id.biodiversity.org.au/node/apni/2918828,dr15863,Western Australia,Australia,
Acacia arcuatilis,https://id.biodiversity.org.au/node/apni/2918828,dr376,Western Australia,Australia,
Acacia argutifolia,https://id.biodiversity.org.au/node/apni/2913728,dr15860,Western Australia,Australia,
Acacia argutifolia,https://id.biodiversity.org.au/node/apni/2913728,dr15861,Western Australia,Australia,
Acacia argutifolia,https://id.biodiversity.org.au/node/apni/2913728,dr15863,Western Australia,Australia,
Acacia argutifolia,https://id.biodiversity.org.au/node/apni/2913728,dr376,Western Australia,Australia,
Acacia argutifolia,https://id.biodiversity.org.au/node/apni/2913728,dr8212,Western Australia,Australia,
Acacia aristulata,https://id.biodiversity.org.au/node/apni/2909621,dr15863,Western Australia,Australia,
Acacia aristulata,https://id.biodiversity.org.au/node/apni/2909621,dr725,Western Australia,Australia,
Acacia ascendens,https://id.biodiversity.org.au/node/apni/2921287,dr15863,Western Australia,Australia,
Acacia ascendens,https://id.biodiversity.org.au/node/apni/2921287,dr376,Western Australia,Australia,
Acacia asepala,https://id.biodiversity.org.au/node/apni/2919343,dr15863,Western Australia,Australia,
Acacia asepala,https://id.biodiversity.org.au/node/apni/2919343,dr376,Western Australia,Australia,
Acacia ataxiphylla subsp. ataxiphylla,https://id.biodiversity.org.au/node/apni/2903075,dr15860,Western Australia,Australia,
Acacia ataxiphylla subsp. ataxiphylla,https://id.biodiversity.org.au/node/apni/2903075,dr15863,Western Australia,Australia,
Acacia ataxiphylla subsp. magna,https://id.biodiversity.org.au/node/apni/2905184,dr15863,Western Australia,Australia,
Acacia ataxiphylla subsp. magna,https://id.biodiversity.org.au/node/apni/2905184,dr364,Western Australia,Australia,
Acacia atopa,https://id.biodiversity.org.au/node/apni/2888269,dr15860,Western Australia,Australia,
Acacia atopa,https://id.biodiversity.org.au/node/apni/2888269,dr15863,Western Australia,Australia,
Acacia atopa,https://id.biodiversity.org.au/node/apni/2888269,dr364,Western Australia,Australia,
Acacia auratiflora,https://id.biodiversity.org.au/node/apni/2913715,dr15860,Western Australia,Australia,
Acacia auratiflora,https://id.biodiversity.org.au/node/apni/2913715,dr15863,Western Australia,Australia,
Acacia auratiflora,https://id.biodiversity.org.au/node/apni/2913715,dr725,Western Australia,Australia,
Acacia auricoma,https://id.biodiversity.org.au/node/apni/2893463,dr15863,Western Australia,Australia,
Acacia auripila,https://id.biodiversity.org.au/node/apni/2904963,dr15863,Western Australia,Australia,
Acacia awestoniana,https://id.biodiversity.org.au/node/apni/2920288,dr15863,Western Australia,Australia,
Acacia awestoniana,https://id.biodiversity.org.au/node/apni/2920288,dr15865,Western Australia,Australia,
Acacia awestoniana,https://id.biodiversity.org.au/node/apni/2920288,dr725,Western Australia,Australia,
Acacia barrettiorum,https://id.biodiversity.org.au/node/apni/2917300,dr15863,Western Australia,Australia,
Acacia barrettiorum,https://id.biodiversity.org.au/node/apni/2917300,dr15866,Western Australia,Australia,
Acacia barrettiorum,https://id.biodiversity.org.au/node/apni/2917300,dr376,Western Australia,Australia,
Acacia bartlei,https://id.biodiversity.org.au/node/apni/2895538,dr15860,Western Australia,Australia,
Acacia bartlei,https://id.biodiversity.org.au/node/apni/2895538,dr15861,Western Australia,Australia,
Acacia bartlei,https://id.biodiversity.org.au/node/apni/2895538,dr15863,Western Australia,Australia,
Acacia benthamii,https://id.biodiversity.org.au/node/apni/2893199,dr15860,Western Australia,Australia,
Acacia benthamii,https://id.biodiversity.org.au/node/apni/2893199,dr15863,Western Australia,Australia,
Acacia benthamii,https://id.biodiversity.org.au/node/apni/2893199,dr15865,Western Australia,Australia,
Acacia besleyi,https://id.biodiversity.org.au/taxon/apni/51285827,dr15863,Western Australia,Australia,
Acacia bifaria,https://id.biodiversity.org.au/node/apni/2902849,dr15860,Western Australia,Australia,
Acacia bifaria,https://id.biodiversity.org.au/node/apni/2902849,dr15861,Western Australia,Australia,
Acacia bifaria,https://id.biodiversity.org.au/node/apni/2902849,dr15863,Western Australia,Australia,
Acacia bifaria,https://id.biodiversity.org.au/node/apni/2902849,dr15865,Western Australia,Australia,
Acacia bifaria,https://id.biodiversity.org.au/node/apni/2902849,dr376,Western Australia,Australia,
Acacia botrydion,https://id.biodiversity.org.au/node/apni/2894868,dr15860,Western Australia,Australia,
Acacia botrydion,https://id.biodiversity.org.au/node/apni/2894868,dr15861,Western Australia,Australia,
Acacia botrydion,https://id.biodiversity.org.au/node/apni/2894868,dr15863,Western Australia,Australia,
Acacia botrydion,https://id.biodiversity.org.au/node/apni/2894868,dr15865,Western Australia,Australia,
Acacia botrydion,https://id.biodiversity.org.au/node/apni/2894868,dr376,Western Australia,Australia,
Acacia brachyphylla var. recurvata,https://id.biodiversity.org.au/node/apni/2919923,dr15861,Western Australia,Australia,
Acacia brachyphylla var. recurvata,https://id.biodiversity.org.au/node/apni/2919923,dr15863,Western Australia,Australia,
Acacia brachyphylla var. recurvata,https://id.biodiversity.org.au/node/apni/2919923,dr376,Western Australia,Australia,
Acacia brachypoda,https://id.biodiversity.org.au/node/apni/2920010,dr15860,Western Australia,Australia,
Acacia brachypoda,https://id.biodiversity.org.au/node/apni/2920010,dr15863,Western Australia,Australia,
Acacia brachypoda,https://id.biodiversity.org.au/node/apni/2920010,dr376,Western Australia,Australia,
Acacia brachypoda,https://id.biodiversity.org.au/node/apni/2920010,dr725,Western Australia,Australia,
Acacia bromilowiana,https://id.biodiversity.org.au/node/apni/2918705,dr15863,Western Australia,Australia,
Acacia browniana var. glaucescens,https://id.biodiversity.org.au/node/apni/2898297,dr15860,Western Australia,Australia,
Acacia browniana var. glaucescens,https://id.biodiversity.org.au/node/apni/2898297,dr15861,Western Australia,Australia,
Acacia browniana var. glaucescens,https://id.biodiversity.org.au/node/apni/2898297,dr15863,Western Australia,Australia,
Acacia burrowsiana,https://id.biodiversity.org.au/node/apni/2901254,dr15860,Western Australia,Australia,
Acacia burrowsiana,https://id.biodiversity.org.au/node/apni/2901254,dr15863,Western Australia,Australia,
Acacia burrowsiana,https://id.biodiversity.org.au/node/apni/2901254,dr376,Western Australia,Australia,
Acacia caesariata,https://id.biodiversity.org.au/node/apni/2908040,dr15861,Western Australia,Australia,
Acacia caesariata,https://id.biodiversity.org.au/node/apni/2908040,dr15863,Western Australia,Australia,
Acacia caesariata,https://id.biodiversity.org.au/node/apni/2908040,dr15865,Western Australia,Australia,
Acacia calcicola,https://id.biodiversity.org.au/node/apni/2889507,dr15860,Western Australia,Australia,
Acacia calcicola,https://id.biodiversity.org.au/node/apni/2889507,dr15861,Western Australia,Australia,
Acacia calcicola,https://id.biodiversity.org.au/node/apni/2889507,dr15863,Western Australia,Australia,
Acacia calcicola,https://id.biodiversity.org.au/node/apni/2889507,dr15866,Western Australia,Australia,
Acacia camptocarpa,https://id.biodiversity.org.au/node/apni/2904832,dr15863,Western Australia,Australia,
Acacia campylophylla,https://id.biodiversity.org.au/node/apni/2888685,dr15860,Western Australia,Australia,
Acacia campylophylla,https://id.biodiversity.org.au/node/apni/2888685,dr15861,Western Australia,Australia,
Acacia campylophylla,https://id.biodiversity.org.au/node/apni/2888685,dr15863,Western Australia,Australia,
Acacia campylophylla,https://id.biodiversity.org.au/node/apni/2888685,dr364,Western Australia,Australia,
Acacia campylophylla,https://id.biodiversity.org.au/node/apni/2888685,dr376,Western Australia,Australia,
Acacia capillaris,https://id.biodiversity.org.au/node/apni/2902482,dr13282,Western Australia,Australia,
Acacia capillaris,https://id.biodiversity.org.au/node/apni/2902482,dr15860,Western Australia,Australia,
Acacia capillaris,https://id.biodiversity.org.au/node/apni/2902482,dr15861,Western Australia,Australia,
Acacia capillaris,https://id.biodiversity.org.au/node/apni/2902482,dr15863,Western Australia,Australia,
Acacia capillaris,https://id.biodiversity.org.au/node/apni/2902482,dr15866,Western Australia,Australia,
Acacia capillaris,https://id.biodiversity.org.au/node/apni/2902482,dr376,Western Australia,Australia,
Acacia carens,https://id.biodiversity.org.au/node/apni/2892845,dr15863,Western Australia,Australia,
Acacia carens,https://id.biodiversity.org.au/node/apni/2892845,dr376,Western Australia,Australia,
Acacia cerastes,https://id.biodiversity.org.au/node/apni/2901695,dr15863,Western Australia,Australia,
Acacia cerastes,https://id.biodiversity.org.au/node/apni/2901695,dr364,Western Australia,Australia,
Acacia cerastes,https://id.biodiversity.org.au/node/apni/2901695,dr376,Western Australia,Australia,
Acacia chapmanii subsp. australis,https://id.biodiversity.org.au/node/apni/2919009,dr15863,Western Australia,Australia,
Acacia chapmanii subsp. australis,https://id.biodiversity.org.au/node/apni/2919009,dr725,Western Australia,Australia,
Acacia chapmanii subsp. chapmanii,https://id.biodiversity.org.au/node/apni/2887942,dr15860,Western Australia,Australia,
Acacia chapmanii subsp. chapmanii,https://id.biodiversity.org.au/node/apni/2887942,dr15863,Western Australia,Australia,
Acacia chapmanii subsp. chapmanii,https://id.biodiversity.org.au/node/apni/2887942,dr376,Western Australia,Australia,
Acacia claviseta,https://id.biodiversity.org.au/node/apni/2900942,dr15863,Western Australia,Australia,
Acacia claviseta,https://id.biodiversity.org.au/node/apni/2900942,dr15866,Western Australia,Australia,
Acacia coatesii,https://id.biodiversity.org.au/taxon/apni/51285841,dr15863,Western Australia,Australia,
Acacia cochlocarpa subsp. cochlocarpa,https://id.biodiversity.org.au/node/apni/2897998,dr15860,Western Australia,Australia,
Acacia cochlocarpa subsp. cochlocarpa,https://id.biodiversity.org.au/node/apni/2897998,dr15861,Western Australia,Australia,
Acacia cochlocarpa subsp. cochlocarpa,https://id.biodiversity.org.au/node/apni/2897998,dr15863,Western Australia,Australia,
Acacia cochlocarpa subsp. cochlocarpa,https://id.biodiversity.org.au/node/apni/2897998,dr376,Western Australia,Australia,
Acacia cochlocarpa subsp. cochlocarpa,https://id.biodiversity.org.au/node/apni/2897998,dr725,Western Australia,Australia,
Acacia cochlocarpa subsp. velutinosa,https://id.biodiversity.org.au/node/apni/2914824,dr15863,Western Australia,Australia,
Acacia cochlocarpa subsp. velutinosa,https://id.biodiversity.org.au/node/apni/2914824,dr364,Western Australia,Australia,
Acacia cochlocarpa subsp. velutinosa,https://id.biodiversity.org.au/node/apni/2914824,dr376,Western Australia,Australia,
Acacia cochlocarpa subsp. velutinosa,https://id.biodiversity.org.au/node/apni/2914824,dr725,Western Australia,Australia,
Acacia concolorans,https://id.biodiversity.org.au/node/apni/2897638,dr15863,Western Australia,Australia,
Acacia congesta subsp. cliftoniana,https://id.biodiversity.org.au/node/apni/2909505,dr13282,Western Australia,Australia,
Acacia congesta subsp. cliftoniana,https://id.biodiversity.org.au/node/apni/2909505,dr15861,Western Australia,Australia,
Acacia congesta subsp. cliftoniana,https://id.biodiversity.org.au/node/apni/2909505,dr15863,Western Australia,Australia,
Acacia congesta subsp. cliftoniana,https://id.biodiversity.org.au/node/apni/2909505,dr376,Western Australia,Australia,
Acacia congesta subsp. cliftoniana,https://id.biodiversity.org.au/node/apni/2909505,dr726,Western Australia,Australia,
Acacia congesta subsp. wonganensis,https://id.biodiversity.org.au/node/apni/2888346,dr15861,Western Australia,Australia,
Acacia congesta subsp. wonganensis,https://id.biodiversity.org.au/node/apni/2888346,dr15863,Western Australia,Australia,
Acacia congesta subsp. wonganensis,https://id.biodiversity.org.au/node/apni/2888346,dr376,Western Australia,Australia,
Acacia congesta subsp. wonganensis,https://id.biodiversity.org.au/node/apni/2888346,dr725,Western Australia,Australia,
Acacia cowaniana,https://id.biodiversity.org.au/node/apni/2911684,dr15863,Western Australia,Australia,
Acacia crenulata,https://id.biodiversity.org.au/node/apni/2892392,dr15863,Western Australia,Australia,
Acacia crenulata,https://id.biodiversity.org.au/node/apni/2892392,dr364,Western Australia,Australia,
Acacia crenulata,https://id.biodiversity.org.au/node/apni/2892392,dr376,Western Australia,Australia,
Acacia cummingiana,https://id.biodiversity.org.au/node/apni/2919846,dr15860,Western Australia,Australia,
Acacia cummingiana,https://id.biodiversity.org.au/node/apni/2919846,dr15861,Western Australia,Australia,
Acacia cummingiana,https://id.biodiversity.org.au/node/apni/2919846,dr15863,Western Australia,Australia,
Acacia cummingiana,https://id.biodiversity.org.au/node/apni/2919846,dr376,Western Australia,Australia,
Acacia cuneifolia,https://id.biodiversity.org.au/node/apni/2890123,dr15861,Western Australia,Australia,
Acacia cuneifolia,https://id.biodiversity.org.au/node/apni/2890123,dr15863,Western Australia,Australia,
Acacia curryana,https://id.biodiversity.org.au/taxon/apni/51285845,dr15863,Western Australia,Australia,
Acacia cyclocarpa,https://id.biodiversity.org.au/node/apni/2889283,dr15863,Western Australia,Australia,
Acacia cyclocarpa,https://id.biodiversity.org.au/node/apni/2889283,dr376,Western Australia,Australia,
Acacia cylindrica,https://id.biodiversity.org.au/node/apni/2893547,dr15863,Western Australia,Australia,
Acacia cylindrica,https://id.biodiversity.org.au/node/apni/2893547,dr376,Western Australia,Australia,
Acacia cyperophylla var. omearana,https://id.biodiversity.org.au/node/apni/2898248,dr15863,Western Australia,Australia,
Acacia cyperophylla var. omearana,https://id.biodiversity.org.au/node/apni/2898248,dr376,Western Australia,Australia,
Acacia dangarensis,https://id.biodiversity.org.au/node/apni/2915433,dr13282,New South Wales,Australia,
Acacia dangarensis,https://id.biodiversity.org.au/node/apni/2915433,dr14787,New South Wales,Australia,
Acacia dangarensis,https://id.biodiversity.org.au/node/apni/2915433,dr15860,New South Wales,Australia,
Acacia dangarensis,https://id.biodiversity.org.au/node/apni/2915433,dr2153,New South Wales,Australia,
Acacia dangarensis,https://id.biodiversity.org.au/node/apni/2915433,dr820,New South Wales,Australia,
Acacia daweana,https://id.biodiversity.org.au/node/apni/2907352,dr15861,Western Australia,Australia,
Acacia daweana,https://id.biodiversity.org.au/node/apni/2907352,dr15863,Western Australia,Australia,
Acacia daweana,https://id.biodiversity.org.au/node/apni/2907352,dr376,Western Australia,Australia,
Acacia declinata,https://id.biodiversity.org.au/node/apni/2920443,dr15860,Western Australia,Australia,
Acacia declinata,https://id.biodiversity.org.au/node/apni/2920443,dr15861,Western Australia,Australia,
Acacia declinata,https://id.biodiversity.org.au/node/apni/2920443,dr15863,Western Australia,Australia,
Acacia declinata,https://id.biodiversity.org.au/node/apni/2920443,dr15865,Western Australia,Australia,
Acacia declinata,https://id.biodiversity.org.au/node/apni/2920443,dr376,Western Australia,Australia,
Acacia deflexa,https://id.biodiversity.org.au/node/apni/2900131,dr15860,Western Australia,Australia,
Acacia deflexa,https://id.biodiversity.org.au/node/apni/2900131,dr15863,Western Australia,Australia,
Acacia deflexa,https://id.biodiversity.org.au/node/apni/2900131,dr15865,Western Australia,Australia,
Acacia deflexa,https://id.biodiversity.org.au/node/apni/2900131,dr8212,Western Australia,Australia,
Acacia deltoidea subsp. ampla,https://id.biodiversity.org.au/node/apni/2904054,dr15860,Western Australia,Australia,
Acacia deltoidea subsp. ampla,https://id.biodiversity.org.au/node/apni/2904054,dr15861,Western Australia,Australia,
Acacia deltoidea subsp. ampla,https://id.biodiversity.org.au/node/apni/2904054,dr15863,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr1411,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr15860,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr15861,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr15863,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr15865,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr1902,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr364,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr376,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr726,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr820,Western Australia,Australia,
Acacia denticulosa,https://id.biodiversity.org.au/node/apni/2916341,dr8212,Western Australia,Australia,
Acacia depressa,https://id.biodiversity.org.au/node/apni/2892108,dr15861,Western Australia,Australia,
Acacia depressa,https://id.biodiversity.org.au/node/apni/2892108,dr15863,Western Australia,Australia,
Acacia depressa,https://id.biodiversity.org.au/node/apni/2892108,dr376,Western Australia,Australia,
Acacia desertorum var. nudipes,https://id.biodiversity.org.au/node/apni/2908673,dr15861,Western Australia,Australia,
Acacia desertorum var. nudipes,https://id.biodiversity.org.au/node/apni/2908673,dr15863,Western Australia,Australia,
Acacia desertorum var. nudipes,https://id.biodiversity.org.au/node/apni/2908673,dr376,Western Australia,Australia,
Acacia desertorum var. nudipes,https://id.biodiversity.org.au/node/apni/2908673,dr7858,Western Australia,Australia,
Acacia diallaga,https://id.biodiversity.org.au/node/apni/2916594,dr15863,Western Australia,Australia,
Acacia diaphana,https://id.biodiversity.org.au/node/apni/2916258,dr15861,Western Australia,Australia,
Acacia diaphana,https://id.biodiversity.org.au/node/apni/2916258,dr15863,Western Australia,Australia,
Acacia diaphana,https://id.biodiversity.org.au/node/apni/2916258,dr376,Western Australia,Australia,
Acacia diaphana,https://id.biodiversity.org.au/node/apni/2916258,dr725,Western Australia,Australia,
Acacia diastemata,https://id.biodiversity.org.au/node/apni/2907009,dr15863,Western Australia,Australia,
Acacia dilloniorum,https://id.biodiversity.org.au/taxon/apni/51285860,dr15863,Western Australia,Australia,
Acacia dilloniorum,https://id.biodiversity.org.au/taxon/apni/51285860,dr376,Western Australia,Australia,
Acacia diminuta,https://id.biodiversity.org.au/node/apni/2906391,dr15861,Western Australia,Australia,
Acacia diminuta,https://id.biodiversity.org.au/node/apni/2906391,dr15863,Western Australia,Australia,
Acacia dimorpha,https://id.biodiversity.org.au/node/apni/2910993,dr15863,Western Australia,Australia,
Acacia dimorpha,https://id.biodiversity.org.au/node/apni/2910993,dr376,Western Australia,Australia,
Acacia dissona var. indoloria,https://id.biodiversity.org.au/node/apni/2902077,dr15860,Western Australia,Australia,
Acacia dissona var. indoloria,https://id.biodiversity.org.au/node/apni/2902077,dr15861,Western Australia,Australia,
Acacia dissona var. indoloria,https://id.biodiversity.org.au/node/apni/2902077,dr15863,Western Australia,Australia,
Acacia dorsenna,https://id.biodiversity.org.au/node/apni/2912315,dr15860,Western Australia,Australia,
Acacia dorsenna,https://id.biodiversity.org.au/node/apni/2912315,dr15861,Western Australia,Australia,
Acacia dorsenna,https://id.biodiversity.org.au/node/apni/2912315,dr15863,Western Australia,Australia,
Acacia drepanophylla,https://id.biodiversity.org.au/node/apni/2918059,dr15860,Western Australia,Australia,
Acacia drepanophylla,https://id.biodiversity.org.au/node/apni/2918059,dr15861,Western Australia,Australia,
Acacia drepanophylla,https://id.biodiversity.org.au/node/apni/2918059,dr15863,Western Australia,Australia,
Acacia drepanophylla,https://id.biodiversity.org.au/node/apni/2918059,dr15865,Western Australia,Australia,
Acacia drepanophylla,https://id.biodiversity.org.au/node/apni/2918059,dr376,Western Australia,Australia,
Acacia drewiana subsp. minor,https://id.biodiversity.org.au/node/apni/2917279,dr15860,Western Australia,Australia,
Acacia drewiana subsp. minor,https://id.biodiversity.org.au/node/apni/2917279,dr15861,Western Australia,Australia,
Acacia drewiana subsp. minor,https://id.biodiversity.org.au/node/apni/2917279,dr15863,Western Australia,Australia,
Acacia drewiana subsp. minor,https://id.biodiversity.org.au/node/apni/2917279,dr364,Western Australia,Australia,
Acacia drewiana subsp. minor,https://id.biodiversity.org.au/node/apni/2917279,dr376,Western Australia,Australia,
Acacia drummondii subsp. affinis,https://id.biodiversity.org.au/node/apni/2898611,dr15860,Western Australia,Australia,
Acacia drummondii subsp. affinis,https://id.biodiversity.org.au/node/apni/2898611,dr15861,Western Australia,Australia,
Acacia drummondii subsp. affinis,https://id.biodiversity.org.au/node/apni/2898611,dr15863,Western Australia,Australia,
Acacia drummondii subsp. affinis,https://id.biodiversity.org.au/node/apni/2898611,dr15865,Western Australia,Australia,
Acacia drummondii subsp. affinis,https://id.biodiversity.org.au/node/apni/2898611,dr376,Western Australia,Australia,
Acacia drummondii subsp. affinis,https://id.biodiversity.org.au/node/apni/2898611,dr7577,Western Australia,Australia,
Acacia dura,https://id.biodiversity.org.au/node/apni/2917897,dr15860,Western Australia,Australia,
Acacia dura,https://id.biodiversity.org.au/node/apni/2917897,dr15861,Western Australia,Australia,
Acacia dura,https://id.biodiversity.org.au/node/apni/2917897,dr15863,Western Australia,Australia,
Acacia dura,https://id.biodiversity.org.au/node/apni/2917897,dr376,Western Australia,Australia,
Acacia dura,https://id.biodiversity.org.au/node/apni/2917897,dr8212,Western Australia,Australia,
Acacia effusa,https://id.biodiversity.org.au/node/apni/2907871,dr15861,Western Australia,Australia,
Acacia effusa,https://id.biodiversity.org.au/node/apni/2907871,dr15863,Western Australia,Australia,
Acacia effusa,https://id.biodiversity.org.au/node/apni/2907871,dr376,Western Australia,Australia,
Acacia epacantha,https://id.biodiversity.org.au/node/apni/2916149,dr15860,Western Australia,Australia,
Acacia epacantha,https://id.biodiversity.org.au/node/apni/2916149,dr15863,Western Australia,Australia,
Acacia epacantha,https://id.biodiversity.org.au/node/apni/2916149,dr376,Western Australia,Australia,
Acacia epacantha,https://id.biodiversity.org.au/node/apni/2916149,dr8212,Western Australia,Australia,
Acacia epedunculata,https://id.biodiversity.org.au/node/apni/2901242,dr15863,Western Australia,Australia,
Acacia eremophila var. variabilis,https://id.biodiversity.org.au/node/apni/2903077,dr15860,Western Australia,Australia,
Acacia eremophila var. variabilis,https://id.biodiversity.org.au/node/apni/2903077,dr15861,Western Australia,Australia,
Acacia eremophila var. variabilis,https://id.biodiversity.org.au/node/apni/2903077,dr15863,Western Australia,Australia,
Acacia eremophila var. variabilis,https://id.biodiversity.org.au/node/apni/2903077,dr15865,Western Australia,Australia,
Acacia eremophila var. variabilis,https://id.biodiversity.org.au/node/apni/2903077,dr376,Western Australia,Australia,
Acacia errabunda,https://id.biodiversity.org.au/node/apni/2896621,dr15860,Western Australia,Australia,
Acacia errabunda,https://id.biodiversity.org.au/node/apni/2896621,dr15863,Western Australia,Australia,
Acacia errabunda,https://id.biodiversity.org.au/node/apni/2896621,dr376,Western Australia,Australia,
Acacia euthyphylla,https://id.biodiversity.org.au/node/apni/2896578,dr15863,Western Australia,Australia,
Acacia euthyphylla,https://id.biodiversity.org.au/node/apni/2896578,dr376,Western Australia,Australia,
Acacia fecunda,https://id.biodiversity.org.au/node/apni/2891925,dr15863,Western Australia,Australia,
